Año,Mes,Aeropuerto,Infraestructura,NPI,NPN,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,Entidad_Infraestructura
2020,Noviembre,Chiclayo,ADP,0,28665,Si,25891.980000000003,Si,0,Si,2161.9,Si,1871.3799999999999,Si,708.93,Si,1785.6499999999999,Si,0,Si,764.7,Si,0,Si,9282.6,Aeropuertos del Perú S.A.
2020,Noviembre,Cusco,COR,0,57830,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Huánuco,COR,0,3132,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Huaraz-Anta,ADP,0,78,Si,13.7,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos del Perú S.A.
2020,Noviembre,Ilo,COR,0,1843,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Iquitos,ADP,50,60352,Si,69251.38,Si,0,Si,0,Si,2362.44,Si,2288.21,Si,27723.77,Si,0,Si,1688.1899999999998,Si,0,Si,13987.16,Aeropuertos del Perú S.A.
2020,Noviembre,Jaén,COR,0,9667,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Jauja,COR,0,6974,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Juliaca,AAP,0,20867,Si,9969.84,Si,0,Si,1237.03,Si,1021.02,Si,3286.7799999999997,Si,0,Si,0,Si,166.57,Si,0,Si,189.36,Aeropuertos Andinos del Perú S.A.
2020,Noviembre,Lima,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2020,Noviembre,Lima,ADP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,61114.96,Si,575689.06,Aeropuertos del Perú S.A.
2020,Noviembre,Lima,LAP,90630,438627,Si,1150014.56,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,280904.91000000003,Si,0,Si,0,Lima Airport Partners S.R.L.
2020,Noviembre,Moquegua,COR,0,82,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,No precisa,COR,0,0,Si,47856.759999999995,Si,0,Si,1188.6799999999998,Si,8566.59,Si,8864.349999999999,Si,7457.24,Si,16906.3,Si,308.61,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Pisco,ADP,8,7,Si,1810.3799999999999,Si,0,Si,114.25,Si,0,Si,131.84,Si,3347.42,Si,0,Si,195.37,Si,0,Si,1352.1699999999998,Aeropuertos del Perú S.A.
2020,Noviembre,Piura,ADP,20,43992,Si,35795,Si,0,Si,1980.02,Si,2236.1,Si,589.75,Si,3774.12,Si,1913.4,Si,54.2,Si,0,Si,8516.230000000001,Aeropuertos del Perú S.A.
2020,Noviembre,Pucallpa,ADP,117,32680,Si,37654.18,Si,0,Si,99.75,Si,1613.77,Si,882.05,Si,11329.03,Si,0,Si,1473.45,Si,0,Si,6687.68,Aeropuertos del Perú S.A.
2020,Noviembre,Puerto Maldonado,AAP,13,11265,Si,6208.55,Si,0,Si,632.22,Si,10.17,Si,2043.8799999999999,Si,0,Si,3035.21,Si,180.16,Si,0,Si,490.96,Aeropuertos Andinos del Perú S.A.
2020,Noviembre,Rioja,COR,0,33,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Rodríguez de Mendoza,COR,0,457,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Tacna,AAP,0,14440,Si,8118.55,Si,0,Si,1839.06,Si,-1588.6599999999999,Si,1588.1399999999999,Si,0,Si,1011.74,Si,445.88,Si,0,Si,336.21999999999997,Aeropuertos Andinos del Perú S.A.
2020,Noviembre,Talara,ADP,0,18145,Si,7009.58,Si,0,Si,299.25,Si,134.6,Si,168.76,Si,1456.56,Si,3232.4700000000003,Si,2.84,Si,0,Si,2928.55,Aeropuertos del Perú S.A.
2020,Noviembre,Tarapoto,ADP,0,40051,Si,41221.09,Si,0,Si,386.22999999999996,Si,1422.1499999999999,Si,1645.76,Si,3588.06,Si,1537.28,Si,616.9399999999999,Si,0,Si,9788.33,Aeropuertos del Perú S.A.
2020,Noviembre,Tingo María,COR,0,622,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Noviembre,Trujillo,ADP,1271,18028,Si,23189.54,Si,0,Si,1722.51,Si,1080.94,Si,732.25,Si,5884.13,Si,0,Si,855.24,Si,0,Si,5362.1500000000005,Aeropuertos del Perú S.A.
2020,Noviembre,Tumbes,ADP,7,23313,Si,9644.32,Si,0,Si,319.40999999999997,Si,574.62,Si,297.31,Si,1243.6599999999999,Si,1921.6399999999999,Si,4.37,Si,0,Si,1630.56,Aeropuertos del Perú S.A.
2020,Noviembre,Yurimaguas,COR,0,2394,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Andahuaylas,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Andahuaylas,COR,0,24,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Arequipa,AAP,221,42904,Si,44108.46,Si,0,Si,7948.89,Si,4059.3,Si,2919.64,Si,0,Si,11611.34,Si,82.21000000000001,Si,0,Si,1177.37,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Atalaya,COR,0,1418,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Ayacucho,AAP,0,4076,Si,2001.71,Si,6790.98,Si,0,Si,17.75,Si,1554,Si,0,Si,6070.42,Si,7658.1900000000005,Si,0,Si,297.98999999999995,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Cajamarca,ADP,0,9058,Si,4504.04,Si,0,Si,731,Si,546.53,Si,867.8299999999999,Si,1664.98,Si,0,Si,12.47,Si,0,Si,1971.3799999999999,Aeropuertos del Perú S.A.
2020,Octubre,Chachapoyas,ADP,0,386,Si,162.23999999999998,Si,0,Si,0,Si,0,Si,241.62,Si,0,Si,0,Si,3.15,Si,0,Si,109.96000000000001,Aeropuertos del Perú S.A.
2020,Octubre,Chiclayo,ADP,0,19586,Si,18047.51,Si,0,Si,1223.37,Si,1694.45,Si,708.93,Si,1818.04,Si,0,Si,329.64000000000004,Si,0,Si,53953.219999999994,Aeropuertos del Perú S.A.
2020,Octubre,Cusco,COR,0,37281,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Huánuco,COR,0,1314,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Huaraz-Anta,ADP,0,75,Si,68.26,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0.8400000000000001,Si,0,Si,0,Aeropuertos del Perú S.A.
2020,Octubre,Ilo,COR,0,2611,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Iquitos,ADP,1,51689,Si,64659.159999999996,Si,0,Si,0,Si,1191.6,Si,2301.72,Si,24257.89,Si,0,Si,1891.6399999999999,Si,0,Si,8675.9,Aeropuertos del Perú S.A.
2020,Octubre,Jaén,COR,0,4443,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Jauja,COR,0,6404,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Juliaca,AAP,0,12788,Si,5299.25,Si,0,Si,400,Si,214.32000000000002,Si,2320.08,Si,0,Si,337.25,Si,152.4,Si,0,Si,152.91,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Lima,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Lima,ADP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,62034.65,Si,698911.37,Aeropuertos del Perú S.A.
2020,Octubre,Lima,LAP,33300,311874,Si,844906.7699999999,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,242797.68,Si,0,Si,0,Lima Airport Partners S.R.L.
2020,Octubre,Moquegua,COR,0,98,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,No precisa,COR,0,0,Si,29441,Si,0,Si,-18526.97,Si,4341.07,Si,6959.610000000001,Si,7129.92,Si,6565.42,Si,837.2700000000001,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Pisco,ADP,0,6,Si,1273.31,Si,0,Si,56.56,Si,0,Si,131.84,Si,3782.7599999999998,Si,0,Si,303.35,Si,0,Si,131104.5,Aeropuertos del Perú S.A.
2020,Octubre,Piura,ADP,30,27438,Si,22192.03,Si,0,Si,1805.8899999999999,Si,1744.3,Si,589.75,Si,3842.62,Si,1913.4,Si,46.349999999999994,Si,0,Si,3740.2599999999998,Aeropuertos del Perú S.A.
2020,Octubre,Pucallpa,ADP,0,30946,Si,35993.82,Si,0,Si,99.59,Si,1320.95,Si,882.05,Si,7127.95,Si,0,Si,1950,Si,0,Si,2762.32,Aeropuertos del Perú S.A.
2020,Octubre,Puerto Maldonado,AAP,0,7775,Si,2832.71,Si,0,Si,0,Si,0,Si,1035.75,Si,0,Si,224.83,Si,135.70999999999998,Si,0,Si,456.07,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Rioja,COR,0,18,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Rodríguez de Mendoza,COR,0,663,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Tacna,AAP,0,9766,Si,5665.91,Si,0,Si,480,Si,0,Si,1588.1499999999999,Si,0,Si,1457.28,Si,611.2700000000001,Si,0,Si,298.36,Aeropuertos Andinos del Perú S.A.
2020,Octubre,Talara,ADP,0,14056,Si,5450.02,Si,0,Si,248.97,Si,119.86,Si,168.76,Si,1482.99,Si,0,Si,8.44,Si,0,Si,1921.3,Aeropuertos del Perú S.A.
2020,Octubre,Tarapoto,ADP,0,31447,Si,34497.450000000004,Si,0,Si,289.2,Si,323.25,Si,1582.6699999999998,Si,3653.18,Si,0,Si,327.08,Si,0,Si,5097.320000000001,Aeropuertos del Perú S.A.
2020,Octubre,Tingo María,COR,0,596,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Tocache,COR,0,8,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Octubre,Trujillo,ADP,753,11495,Si,13986.640000000001,Si,0,Si,1070.06,Si,671.59,Si,732.25,Si,5541.17,Si,0,Si,325.78,Si,0,Si,3841.01,Aeropuertos del Perú S.A.
2020,Octubre,Tumbes,ADP,13,12636,Si,5568.22,Si,0,Si,282.34000000000003,Si,805.2900000000001,Si,297.31,Si,1266.22,Si,0,Si,2.55,Si,0,Si,1531.85,Aeropuertos del Perú S.A.
2020,Octubre,Yurimaguas,COR,0,2463,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Andahuaylas,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Andahuaylas,COR,0,2,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Arequipa,AAP,0,25953,Si,26219.45,Si,0,Si,9917.77,Si,-923.25,Si,0,Si,0,Si,4222.320000000001,Si,186.75,Si,0,Si,1051.27,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Atalaya,COR,0,1228,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Ayacucho,AAP,0,83,Si,1379.11,Si,0,Si,0,Si,25.810000000000002,Si,0,Si,0,Si,1686.23,Si,409.18,Si,0,Si,260.96999999999997,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Cajamarca,ADP,0,565,Si,1243.1,Si,0,Si,0,Si,-104.06,Si,867.8299999999999,Si,-86.61999999999999,Si,0,Si,17.75,Si,0,Si,715.49,Aeropuertos del Perú S.A.
2020,Setiembre,Chachapoyas,ADP,0,28,Si,42.96,Si,0,Si,0,Si,0,Si,241.62,Si,0,Si,0,Si,3.57,Si,0,Si,109.96000000000001,Aeropuertos del Perú S.A.
2020,Setiembre,Chiclayo,ADP,0,16000,Si,15107.88,Si,0,Si,1098.52,Si,-1870.91,Si,708.93,Si,1656.82,Si,0,Si,195,Si,0,Si,4257003.38,Aeropuertos del Perú S.A.
2020,Setiembre,Cusco,COR,2,3913,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Huánuco,COR,0,48,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Huaraz-Anta,ADP,0,112,Si,19.18,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0.14,Si,0,Si,0,Aeropuertos del Perú S.A.
2020,Setiembre,Ilo,COR,0,1601,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Iquitos,ADP,0,38204,Si,45270.09,Si,0,Si,0,Si,-696.9,Si,1999.59,Si,24278.91,Si,0,Si,2025.6699999999998,Si,0,Si,8546.68,Aeropuertos del Perú S.A.
2020,Setiembre,Jaén,COR,0,712,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Jauja,COR,0,1759,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Juliaca,AAP,0,967,Si,2273.61,Si,0,Si,-371.61,Si,-903.47,Si,0,Si,0,Si,1911.06,Si,359.9,Si,0,Si,115.64999999999999,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Lima,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,722.88,Si,0,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Lima,ADP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,-9303.8,Si,3236131.86,Aeropuertos del Perú S.A.
2020,Setiembre,Lima,LAP,14322,146574,Si,603837.1699999999,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,260467.27000000002,Si,0,Si,0,Lima Airport Partners S.R.L.
2020,Setiembre,Moquegua,COR,0,75,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,No precisa,COR,0,0,Si,7304.34,Si,0,Si,1018.88,Si,980.4,Si,10895.99,Si,7293.92,Si,6352.160000000001,Si,577.13,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Pisco,ADP,0,4,Si,932.52,Si,0,Si,0,Si,0,Si,0,Si,380.41999999999996,Si,0,Si,584.1700000000001,Si,0,Si,142.18,Aeropuertos del Perú S.A.
2020,Setiembre,Piura,ADP,23,18106,Si,16325.33,Si,0,Si,1439.72,Si,1159.76,Si,589.75,Si,3618.9300000000003,Si,225.10999999999999,Si,24.2,Si,0,Si,3757,Aeropuertos del Perú S.A.
2020,Setiembre,Pucallpa,ADP,0,23363,Si,26843.18,Si,0,Si,200.17,Si,-61.77,Si,882.05,Si,11487.07,Si,0,Si,2290.29,Si,0,Si,2435.23,Aeropuertos del Perú S.A.
2020,Setiembre,Puerto Maldonado,AAP,0,1,Si,482.01,Si,0,Si,0,Si,-340.64000000000004,Si,0,Si,0,Si,1911.06,Si,14.65,Si,0,Si,812.8399999999999,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Rioja,COR,0,16,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Rodríguez de Mendoza,COR,0,164,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2020,Setiembre,Tacna,AAP,0,444,Si,2266.7799999999997,Si,0,Si,-180.64,Si,0,Si,0,Si,0,Si,1461.4,Si,292.56,Si,0,Si,217.92000000000002,Aeropuertos Andinos del Perú S.A.
2020,Setiembre,Talara,ADP,0,6649,Si,2763.65,Si,0,Si,350.3,Si,143.31,Si,168.76,Si,1481.97,Si,356.88,Si,0.69,Si,0,Si,1598.6499999999999,Aeropuertos del Perú S.A.
2020,Setiembre,Tarapoto,ADP,0,15984,Si,17616.260000000002,Si,0,Si,290.64000000000004,Si,-3666.55,Si,1366.4,Si,3643.79,Si,96.08,Si,501.54,Si,0,Si,3609.48,Aeropuertos del Perú S.A.
2020,Setiembre,Trujillo,ADP,25,2579,Si,5176.1,Si,0,Si,200.17,Si,262.67,Si,732.25,Si,3913.38,Si,22.51,Si,4537.14,Si,0,Si,5906.820000000001,Aeropuertos del Perú S.A.
2020,Setiembre,Tumbes,ADP,0,6035,Si,2572.36,Si,0,Si,347.1,Si,767.63,Si,297.31,Si,1219.25,Si,385.56,Si,3.68,Si,0,Si,1399.59,Aeropuertos del Perú S.A.
2020,Setiembre,Yurimaguas,COR,0,2230,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,-,ADP,0,0,Si,16852.280000000002,Si,0,Si,0,Si,2240.53,Si,1351.21,Si,12586.82,Si,0,Si,2251.8300000000004,Si,0,Si,3006.4,Aeropuertos del Perú S.A.
2021,Abril,-,COR,0,573,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Andahuaylas,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Andahuaylas,COR,0,7,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Arequipa,AAP,121,53919,Si,60463.65,Si,0,Si,20309.43,Si,12573.27,Si,1179.1799999999998,Si,0,Si,1379.7,Si,506.05,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Atalaya,COR,0,1256,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Ayacucho,AAP,0,9262,Si,4290.78,Si,2320.4700000000003,Si,0,Si,782.49,Si,595.98,Si,0,Si,10136.08,Si,1493.91,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Cajamarca,ADP,0,13392,Si,6470.4,Si,0,Si,1657.26,Si,591.21,Si,784.8,Si,1526.82,Si,0,Si,71.27,Si,0,Si,1582.01,Aeropuertos del Perú S.A.
2021,Abril,Chachapoyas,ADP,0,388,Si,137.48000000000002,Si,0,Si,0,Si,0,Si,169.6,Si,0,Si,83.76,Si,5.44,Si,0,Si,75.67999999999999,Aeropuertos del Perú S.A.
2021,Abril,Chiclayo,ADP,0,22535,Si,12048.859999999999,Si,0,Si,1543.46,Si,3154.09,Si,720.48,Si,1501.07,Si,0,Si,11.129999999999999,Si,0,Si,122279.01,Aeropuertos del Perú S.A.
2021,Abril,Cusco,COR,0,65637,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Huánuco,COR,0,4306,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Huaraz-Anta,ADP,0,90,Si,50.92,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0.8,Si,0,Si,7.04,Aeropuertos del Perú S.A.
2021,Abril,Ilo,COR,10,5127,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Iquitos,ADP,0,45223,Si,55216.77,Si,0,Si,0,Si,2913.04,Si,2327.12,Si,32876.77,Si,0,Si,2211.8100000000004,Si,0,Si,9678.67,Aeropuertos del Perú S.A.
2021,Abril,Jaén,COR,0,9386,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Jauja,COR,0,6913,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Juliaca,AAP,0,21863,Si,9646.640000000001,Si,0,Si,1433.41,Si,3267.4,Si,862.3399999999999,Si,0,Si,0,Si,16.759999999999998,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Lima,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Lima,ADP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,63551.15,Si,1122152.82,Aeropuertos del Perú S.A.
2021,Abril,Lima,LAP,144901,396077,Si,1162575.98,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,251999.47,Si,0,Si,0,Lima Airport Partners S.R.L.
2021,Abril,Nazca,COR,0,668,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,No precisa,COR,0,0,Si,33846.259999999995,Si,0,Si,325.36,Si,66.4,Si,5296.79,Si,2783.17,Si,33558.229999999996,Si,615.24,Si,0,Si,0,CORPAC S.A.
2021,Abril,Pisco,ADP,0,42,Si,1231.5,Si,0,Si,0,Si,0,Si,251,Si,1214.85,Si,0,Si,274.95,Si,0,Si,-157476.01,Aeropuertos del Perú S.A.
2021,Abril,Piura,ADP,19,32441,Si,16288.97,Si,0,Si,2599.4500000000003,Si,3050.7799999999997,Si,599.51,Si,3859.05,Si,0,Si,31.45,Si,0,Si,13676.42,Aeropuertos del Perú S.A.
2021,Abril,Pucallpa,ADP,1,26321,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos del Perú S.A.
2021,Abril,Puerto Maldonado,AAP,0,10154,Si,4639.64,Si,0,Si,1083.8,Si,721.58,Si,345.25,Si,0,Si,4114.08,Si,122.41000000000001,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Rioja,COR,0,48,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Tacna,AAP,0,15034,Si,6927.58,Si,0,Si,2398.1,Si,1677.43,Si,0,Si,0,Si,2857,Si,4.73,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Abril,Talara,ADP,0,11526,Si,6165.969999999999,Si,0,Si,284.66,Si,1259.62,Si,171.51,Si,1491.07,Si,5702.42,Si,77.41000000000001,Si,0,Si,1449.49,Aeropuertos del Perú S.A.
2021,Abril,Tarapoto,ADP,0,33504,Si,19359.38,Si,0,Si,551.1,Si,1970.61,Si,1673.75,Si,3712.03,Si,9080.62,Si,463.01,Si,0,Si,5654.95,Aeropuertos del Perú S.A.
2021,Abril,Tingo María,COR,0,1406,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Abril,Trujillo,ADP,213,18507,Si,10748.210000000001,Si,0,Si,958.62,Si,2842.68,Si,744.7,Si,6109.79,Si,0,Si,753.81,Si,0,Si,3932.59,Aeropuertos del Perú S.A.
2021,Abril,Tumbes,ADP,5,15818,Si,8037.22,Si,0,Si,190.14,Si,1623.33,Si,209.46,Si,1176.96,Si,195.43,Si,7.4,Si,0,Si,364213.13999999996,Aeropuertos del Perú S.A.
2021,Abril,Yurimaguas,COR,0,1613,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Agosto,-,COR,0,726,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Agosto,Andahuaylas,AAP,0,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Agosto,Arequipa,AAP,524,105069,Si,92892.83,Si,0,Si,21963.87,Si,9222.53,Si,1179.1799999999998,Si,0,Si,306.59,Si,949.69,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Agosto,Atalaya,COR,0,1841,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Agosto,Ayacucho,AAP,0,42895,Si,9344.28,Si,2320.4700000000003,Si,0,Si,391.24,Si,595.98,Si,0,Si,27218.09,Si,890.6700000000001,Si,0,Si,0,Aeropuertos Andinos del Perú S.A.
2021,Agosto,Cajamarca,ADP,0,36041,Si,12611.98,Si,0,Si,1159.1799999999998,Si,891.88,Si,89.25,Si,1545.84,Si,0,Si,232.58,Si,0,Si,1600.1,Aeropuertos del Perú S.A.
2021,Agosto,Chachapoyas,ADP,0,1679,Si,372.47999999999996,Si,0,Si,0,Si,0,Si,169.6,Si,0,Si,0,Si,0.14,Si,0,Si,74.92,Aeropuertos del Perú S.A.
2021,Agosto,Chiclayo,ADP,2094,39412,Si,18066.809999999998,Si,0,Si,1965.99,Si,5079.54,Si,84.24000000000001,Si,1528.33,Si,0,Si,78.52,Si,0,Si,385603.57,Aeropuertos del Perú S.A.
2021,Agosto,Cusco,COR,2,168492,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
2021,Agosto,Huánuco,COR,0,12168,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,Si,0,CORPAC S.A.
